Time,Detected Intent,Original Transcription,Final Response,Log Count
"2026-01-11 14:47:42","unknown","What is my balance now?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'fdb52f46-8fbb-478f-8f3f-855e77d4de42.wav'}","17"
"2026-01-11 14:44:35","mobile_topup","Can you send one hundred rupees to my mom's mobile number, maaji, please?","{'id': '', 'mobileNumber': '', 'type': 'mobile_topup', 'amount': 100.0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '2c9047fb-08ae-4548-a96c-3f4ece212ade.wav'}","21"
"2026-01-11 14:44:24","send_money","Send six thousand to Zulfiqar Ali.","{'id': '132259855', 'type': 'send_money', 'amount': 6000.0, 'detected_language': 'english', 'name': 'ZULFIQAR ALI', 'bankName': 'Alfalah ', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '2f8b1b60-28da-4f1d-9101-a99e47b7c68b.wav'}","23"
"2026-01-11 14:44:09","","","","5"
"2026-01-11 14:44:03","","","","5"
"2026-01-11 14:43:44","send_money","Send one thousand rupees to my Yasmeen Babar please.","{'id': '19979179', 'type': 'send_money', 'amount': 1000.0, 'detected_language': 'english', 'name': 'Yasmeen Babar', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '11c8b76a-6fc0-499f-8182-28e285dafd9f.wav'}","23"
"2026-01-11 14:32:13","send_money","حکیم اشرف کو پچاس ہزار بھیجنے ہیں۔","{'id': '152306871', 'type': 'send_money', 'amount': 50000.0, 'detected_language': 'urdu', 'name': 'HAKEEM ASHRAF TRADERS', 'bankName': 'MEEZAN', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '6d0f99ac-9e16-4b9b-9f04-26a6bdc29e19.wav'}","25"
"2026-01-11 14:32:00","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names. Transcribe the Pakistani names in the audio correctly. The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names. Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '2785e73b-5df8-4fae-9b43-90b9693b5b32.wav'}","19"
"2026-01-11 14:31:36","send_money","محمد اویس عارف کو دو لاکھ روپے بھیجنے ہیں","{'id': '101056173', 'type': 'send_money', 'amount': 200000.0, 'detected_language': 'urdu', 'name': 'MUHAMMAD AWAIS ARIF', 'bankName': 'JazzCash', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'b66298e1-b10a-494e-a117-d88677ab2960.wav'}","25"
"2026-01-11 14:31:34","send_money","ملک حاشم کو ون تھاؤزنڈ روپے سینڈ کریں۔","{'id': '181684785', 'type': 'send_money', 'amount': 1000, 'detected_language': 'urdu', 'name': 'MALIK MUHAMMAD HASHIM', 'bankName': 'JazzCash', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '9520e2aa-6dd6-46d1-aeca-e27db6a40bee.wav'}","25"
"2026-01-11 14:31:15","send_money","Send fifteen thousand to Abdullah Javed account.","{'id': '210794239', 'type': 'send_money', 'amount': 15000.0, 'detected_language': 'english', 'name': 'ABDULLAH JAVED', 'bankName': 'MEEZAN', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '2a95a981-a6cb-44e4-ae1d-25a5ccb322b0.wav'}","23"
"2026-01-11 14:31:12","unknown","محمد وحید آرف","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '8dab89c3-bd5e-43dc-8c1f-ebce2a4ab62d.wav'}","19"
"2026-01-11 14:31:11","send_money","ملک جمال کو پانچ سو روپے ایسینڈ کریں۔","{'id': '205565513', 'type': 'send_money', 'amount': 500.0, 'detected_language': 'urdu', 'name': 'MALIK JAMAL', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '2ef33adf-5667-4abb-8226-a728bc6c77cd.wav'}","25"
"2026-01-11 14:31:05","send_money","ملک حسنین کو فائیو ہنڈرڈ روپیز سینڈ کریں۔","{'id': '175430985', 'type': 'send_money', 'amount': 500, 'detected_language': 'urdu', 'name': 'HASNAIN QAMAR', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '772f571a-a606-49b6-9934-d45876f146d9.wav'}","25"
"2026-01-11 14:31:04","unknown","ماما جی","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '434f73cd-26af-406f-a886-1621005b0010.wav'}","19"
"2026-01-11 14:30:54","send_money","مجھے ایک جمار کو ہزار روپے سینڈ کرنا ہے۔","{'id': '', 'type': 'send_money', 'amount': 1000.0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'b2827d47-56ea-41b0-a898-c77ed187f7b0.wav'}","24"
"2026-01-11 14:30:54","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the Pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'd210a4ff-4597-41f5-a051-3d4e050e4b72.wav'}","19"
"2026-01-11 14:30:32","send_money","اس نے اینڈ کمر کو ازالہ پر اسائن کرنا ہے۔","{'id': '', 'type': 'send_money', 'amount': 0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '8d085e88-555f-4e6e-be0b-cbc21ec8bba5.wav'}","25"
"2026-01-11 14:30:11","send_money","ملکہ سنیان کو ازالپیا سینڈ کریں۔","{'id': '', 'type': 'send_money', 'amount': 0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '59ad45fe-0917-411e-9722-9620b0fa405d.wav'}","25"
"2026-01-11 14:29:44","send_money","ملک عیدر کو پیسے بھیجنے ہیں، اس کو پانچ سو روپے آپ سینڈ کر دیں۔","{'id': '185118838', 'type': 'send_money', 'amount': 500.0, 'detected_language': 'urdu', 'name': 'HAIDER ALI', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '91e66172-5ef2-4ebb-bd7d-ef76adaf01b6.wav'}","25"
"2026-01-11 14:29:35","send_money","عبداللہ کو پانچ ہزار بھیجو۔","{'id': '88233646', 'type': 'send_money', 'amount': 5000.0, 'detected_language': 'urdu', 'name': 'ABDULLAH', 'bankName': 'NAYAPAY', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '835abaff-4712-4afc-a24b-9e6d8988158b.wav'}","25"
"2026-01-11 14:29:32","unknown","کیوں وے، کدھر ہیں؟","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': 'b2032b87-8dd1-430b-803c-f7d524fa59ad.wav'}","19"
"2026-01-11 14:22:50","send_money","Send money to Muhammad Arshman MCB account 5000 pay.","{'id': '185325491', 'type': 'send_money', 'amount': 5000.0, 'detected_language': 'english', 'name': 'MUHAMMAD ARSHMAN', 'bankName': 'MCB', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'a14653f7-c818-4cf4-986c-2701a740ece7.wav'}","23"
"2026-01-11 14:22:47","unknown","مانے کار","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '7d91a10c-5c93-43a6-b971-0622467c2aa8.wav'}","19"
"2026-01-11 14:22:28","send_money","Send money to Muhammad Arshman MCB account 5000.","{'id': '185325491', 'type': 'send_money', 'amount': 5000.0, 'detected_language': 'english', 'name': 'MUHAMMAD ARSHMAN', 'bankName': 'MCB', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'cc9bcdf0-adf2-420f-a00c-103da9e66a47.wav'}","23"
"2026-01-11 14:22:11","","","","5"
"2026-01-11 14:21:54","send_money","Send money to Muhammad Arshman.","{'id': '185325491', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': 'MUHAMMAD ARSHMAN', 'bankName': 'MCB', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'a917f90e-f361-4372-a46f-921e0cf0da22.wav'}","24"
"2026-01-11 14:21:39","download_statement","Show my account balance.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '6948622b-eaa5-4470-8431-c19d83341c36.wav'}","18"
"2026-01-11 14:21:13","send_money","Transfer money to my dad, Sheikh Asad Nisar.","{'id': '192357623', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': 'SHIEKH ASAD NISAR', 'bankName': 'Askari', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'ed41ac30-0eec-4402-97e6-88e5fbb4d950.wav'}","24"
"2026-01-11 14:21:13","download_statement","Show me my account statement.","{'statement_period_month': 'January', 'statement_period_year': '2026', 'type': 'download_statement', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'detected_language': 'english', 'file_id': '1064e4cc-5677-42d1-8ffb-261120e70c05.wav'}","20"
"2026-01-11 14:20:33","unknown","Tell me the balance.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '0c44b663-e853-4c77-a7a5-48d57913f50b.wav'}","17"
"2026-01-11 14:20:24","unknown","Tell me the balance.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '32b26e46-3253-481a-9423-695a50ebf971.wav'}","17"
"2026-01-11 14:19:30","unknown","Hello, hello.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'd3efae3d-f516-4ff7-a215-f42e0b16f6c7.wav'}","17"
"2026-01-11 14:19:26","send_money","Send money to Ali Jan on Naya Bae.","{'id': '212790265', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': 'ALI JAN', 'bankName': 'NAYAPAY', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'f0904067-18a7-4ba7-94af-7873ccecb215.wav'}","24"
"2026-01-11 14:19:18","unknown","نہیں بھائی پانچ۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': 'f7b37011-c03e-4cc8-a3a1-6e1c187b63f0.wav'}","19"
"2026-01-11 14:18:03","unknown","سیم ٹوگمستبا سادہ پے","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'ad68eb48-d871-40f7-8284-d56d354014ed.wav'}","19"
"2026-01-11 14:17:59","send_money","Hello, transfer money to Umar Farooq Mizan account.","{'id': '139227963', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': 'UMAR FAROOQ', 'bankName': 'MEEZAN', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'a0df5e96-6b19-4b1d-be7e-46d3c39344cf.wav'}","24"
"2026-01-11 14:17:48","unknown","آئیماں۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '99df27bf-58eb-4ba6-8eee-3cc6413b3920.wav'}","19"
"2026-01-11 14:17:16","send_money","Send money to Ali Jan on Naya Pay.","{'id': '143342065', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': 'ALI JAN', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '6a1f88dd-0fdd-4c2e-bb3b-872c354516fa.wav'}","24"
"2026-01-11 14:17:10","download_statement","Need last three month bank statement.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '91627fa9-011e-43e9-8e36-7befcd20d755.wav'}","18"
"2026-01-11 14:16:59","download_statement","لاسٹ فور منتھ کی بینک اسٹیٹمنٹ چاہیے مجھے۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '1d136c80-d1d7-4e97-a5cc-280232298d9f.wav'}","20"
"2026-01-11 14:16:54","send_money","Send money to Wali Jan.","{'id': '143342065', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': 'ALI JAN', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'ee384d03-6ec8-46eb-b85c-dec75f96d568.wav'}","24"
"2026-01-11 14:16:42","unknown","حانگے","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '7c0144e9-0ffe-44cd-b992-030e1dbe73bf.wav'}","19"
"2026-01-11 14:15:22","unknown","Hi, how are you?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'd8024346-95ae-4a68-9fde-0e9905aeeab4.wav'}","17"
"2026-01-11 14:14:37","send_money","وقاص ساٹھ ہزار پے۔","{'id': '', 'type': 'send_money', 'amount': 60000.0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '64f6dfe0-9ebb-4cba-9675-ca5702322a51.wav'}","24"
"2026-01-11 14:14:32","mobile_topup","شو بیلنس","{'type': 'mobile_topup', 'id': '', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'mobileNumber': '', 'billType': '', 'billName': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'b9a8f108-3030-4f7d-a4d0-c46cf64ecf33.wav'}","24"
"2026-01-11 14:14:29","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '5cf1e55c-b9bd-4b2c-8ae6-f21ec2b0c3b1.wav'}","19"
"2026-01-11 14:14:23","send_money","I have sent some 500 rupees to Isha.","{'id': '', 'type': 'send_money', 'amount': 500.0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '5c537957-a248-4d17-b1ae-5577ad2152c9.wav'}","22"
"2026-01-11 14:14:21","unknown","وقاص","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'e2fdce70-5c6c-474f-b701-deed3b420e52.wav'}","19"
"2026-01-11 14:08:21","mobile_topup","Show me my balance please.","{'type': 'mobile_topup', 'id': '', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'mobileNumber': '', 'billType': '', 'billName': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '7f2d8632-4c20-4b2c-b06f-c24cc2519c12.wav'}","22"
"2026-01-11 14:07:49","send_money","Hello, hey Siri, please transfer sixteen thousand rupees to Sadia HBL account.","{'id': '26524762', 'type': 'send_money', 'amount': 16000.0, 'detected_language': 'english', 'name': 'SADIA', 'bankName': 'HBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '038c2e8c-cd1f-4eb9-bde4-abc2e45c77b7.wav'}","23"
"2026-01-11 14:04:22","download_statement","چیک اکاؤنٹ اسٹیٹمنٹ","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'b497b9b5-16a3-49ea-a899-5f05634faf00.wav'}","20"
"2026-01-11 13:57:33","unknown","حبیب حسن","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'b1ed8e99-efc0-422a-805e-8197f42698df.wav'}","19"
"2026-01-11 13:57:24","","","","5"
"2026-01-11 13:54:14","unknown","السلام علیکم، ہیلو","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'c4e179c8-e2e9-4c65-a4c0-c535252c0de6.wav'}","19"
"2026-01-11 13:52:57","unknown","شو می بیلس","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '2bf0134f-7b0d-44f0-b328-29d0a597a482.wav'}","19"
"2026-01-11 13:51:52","download_statement","Open transaction history.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '90fdd948-9145-4e26-89a5-0e2fed9c60d5.wav'}","18"
"2026-01-11 13:51:45","download_statement","Open transaction history.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'fa70dcea-6413-4d1a-a3c0-5a6abb5c2397.wav'}","18"
"2026-01-11 13:47:50","unknown","HF Traders","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'a1cde060-b80c-4080-819f-8d40c13f1542.wav'}","17"
"2026-01-11 13:47:34","unknown","ایچ ایف ٹریڈرز","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'cb19b711-c168-4815-a934-c3e3b9d1b2b1.wav'}","19"
"2026-01-11 13:47:22","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '8ebcb154-8acf-410a-be01-3f41595ec135.wav'}","19"
"2026-01-11 13:47:12","send_money","شویب یوسف کے اکاؤنٹ میں دو لاکھ روپے ٹرانسفر کریں جو الائیڈ بینک اکاؤنٹ ہے۔","{'id': '190009665', 'type': 'send_money', 'amount': 200000.0, 'detected_language': 'urdu', 'name': 'SHOAIB YOUSAF', 'bankName': 'ABL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'cbc39e35-4ef7-40ec-84ee-e1daaba1a7fb.wav'}","25"
"2026-01-11 13:47:00","","","","5"
"2026-01-11 13:46:54","","","","5"
"2026-01-11 13:46:36","","","","5"
"2026-01-11 13:46:29","unknown","سنڈ می پیسے، اشان جٹ","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'bfde36e4-276b-47b9-9a27-4eae4f697592.wav'}","19"
"2026-01-11 13:45:02","unknown","Last","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'c3bd0e9f-e457-4ca9-993e-e07a6c078698.wav'}","17"
"2026-01-11 13:44:42","download_statement","Show me my last week's payments.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '93b285a6-d9a3-4bf8-a77b-65c0cd414c70.wav'}","18"
"2026-01-11 13:44:28","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'f68204fc-f3fd-4540-9f70-9b2ec650ce3b.wav'}","19"
"2026-01-11 13:42:02","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '30886ec0-845a-4e4c-bae2-9ab79ef8d8ac.wav'}","19"
"2026-01-11 13:38:39","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '5ad25cda-a47b-4a3f-9e47-ff42eae5ea78.wav'}","19"
"2026-01-11 13:38:33","unknown","السلام علیکم حاجی۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'b7a8f4e0-eb62-483f-9b8a-1e173383d219.wav'}","19"
"2026-01-11 13:38:20","unknown","بسم اللہ الرحمن الرحیم","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '1b4d56b5-3a01-4680-8c43-18c13cdc9a63.wav'}","19"
"2026-01-11 13:38:11","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '3bbc95a5-00f7-48e1-b957-5bceebbf445b.wav'}","19"
"2026-01-11 13:37:51","unknown","transfer","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '91914959-80a5-43be-a829-987044f76508.wav'}","17"
"2026-01-11 13:37:45","unknown","Hello","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '3b6d2767-d644-46eb-b0fd-9645852e0c33.wav'}","17"
"2026-01-11 13:37:42","unknown","زانا","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '01ef6b6a-f18e-42ba-9536-5ff8a5364861.wav'}","19"
"2026-01-11 13:37:36","unknown","دھماغہ جاگ۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '550e8012-177e-47d6-b58b-760dd53094f9.wav'}","19"
